state_name,state_code,region,district_name,district_code
Uttar Pradesh,UP,Northern,Gunnuor,GN
Uttar Pradesh,UP,Northern,Hamirpur,HR
Uttar Pradesh,UP,Northern,Hapur,HP
Uttar Pradesh,UP,Northern,Hardoi,HD
Uttar Pradesh,UP,Northern,Hathras,HA
Uttar Pradesh,UP,Northern,Jalaun,JL
Uttar Pradesh,UP,Northern,Jaunpur,JP
Uttar Pradesh,UP,Northern,Jehanabad,JH
Uttar Pradesh,UP,Northern,Jhansi,JS
Uttar Pradesh,UP,Northern,Kannauj,KJ
Uttar Pradesh,UP,Northern,Kanpur Dehat,KD
Uttar Pradesh,UP,Northern,Kanpur Nagar,KN
Uttar Pradesh,UP,Northern,Kanyakumari,KK
Uttar Pradesh,UP,Northern,Kasganj,KS
Uttar Pradesh,UP,Northern,Kaushambi,KM
Uttar Pradesh,UP,Northern,Keshgarh,KG
Uttar Pradesh,UP,Northern,Khairagarh,KH
Uttar Pradesh,UP,Northern,Kheri,KE
Uttar Pradesh,UP,Northern,Khujauli,KU
Uttar Pradesh,UP,Northern,Kinnaur,KI
Uttar Pradesh,UP,Northern,Koh-e-Noor,KN
Uttar Pradesh,UP,Northern,Konch,KO
Uttar Pradesh,UP,Northern,Koppal,KP
Uttar Pradesh,UP,Northern,Korta,KR
Uttar Pradesh,UP,Northern,Korwa,KW
Uttar Pradesh,UP,Northern,Kosikot,KT
Uttar Pradesh,UP,Northern,Kota,KO
Uttar Pradesh,UP,Northern,Kota Dun,KD
Uttar Pradesh,UP,Northern,Krishnan,KN
Uttar Pradesh,UP,Northern,Kullu,KL
Uttar Pradesh,UP,Northern,Kumbh,KB
Uttar Pradesh,UP,Northern,Kuninda,KD
Uttar Pradesh,UP,Northern,Kunnur,KR
Uttar Pradesh,UP,Northern,Kushan,KS
Uttar Pradesh,UP,Northern,Kushinagar,KN
Uttar Pradesh,UP,Northern,Lakhimpur Kheri,LK
Uttar Pradesh,UP,Northern,Lalitpur,LL
Uttar Pradesh,UP,Northern,Lamahi,LA
Uttar Pradesh,UP,Northern,Lamheta,LT
Uttar Pradesh,UP,Northern,Lamsena,LS
Uttar Pradesh,UP,Northern,Lamtara,LR
Uttar Pradesh,UP,Northern,Landi,LD
Uttar Pradesh,UP,Northern,Lanier,LN
Uttar Pradesh,UP,Northern,Lansdowne,LS
Uttar Pradesh,UP,Northern,Lard,LR
Uttar Pradesh,UP,Northern,Larkana,LA
Uttar Pradesh,UP,Northern,Larnool,LN
Uttar Pradesh,UP,Northern,Lasbad,LB
Uttar Pradesh,UP,Northern,Latapur,LP
Uttar Pradesh,UP,Northern,Latara,LA
Uttar Pradesh,UP,Northern,Lathern,LH
Uttar Pradesh,UP,Northern,Lathiya,LY
Uttar Pradesh,UP,Northern,Latipur,LT
Uttar Pradesh,UP,Northern,Latpur,LP
Uttar Pradesh,UP,Northern,Lattapunj,LP
Uttar Pradesh,UP,Northern,Latturi,LT
Uttar Pradesh,UP,Northern,Lattur,LT
Uttar Pradesh,UP,Northern,Laud,LD
Uttar Pradesh,UP,Northern,Lauda,LA
Uttar Pradesh,UP,Northern,Lauhara,LH
Uttar Pradesh,UP,Northern,Lauhari,LH
Uttar Pradesh,UP,Northern,Lauharu,LH
Uttar Pradesh,UP,Northern,Laulpur,LP
Uttar Pradesh,UP,Northern,Laungi,LG
Uttar Pradesh,UP,Northern,Launha,LH
Uttar Pradesh,UP,Northern,Laupur,LP
Uttar Pradesh,UP,Northern,Lausar,LS
Uttar Pradesh,UP,Northern,Laut,LT
Uttar Pradesh,UP,Northern,Lauta,LA
Uttar Pradesh,UP,Northern,Lautara,LA
Uttar Pradesh,UP,Northern,Lauthpur,LP
Uttar Pradesh,UP,Northern,Lautia,LT
Uttar Pradesh,UP,Northern,Lautpura,LP
Uttar Pradesh,UP,Northern,Lautpur,LP
Uttar Pradesh,UP,Northern,Lauturi,LT
Uttar Pradesh,UP,Northern,Lavada,LA
Uttar Pradesh,UP,Northern,Lavakot,LK
Uttar Pradesh,UP,Northern,Lavapur,LP
Uttar Pradesh,UP,Northern,Lavara,LA
Uttar Pradesh,UP,Northern,Lavarata,LA
Uttar Pradesh,UP,Northern,Lavarata Ganj,LG
Uttar Pradesh,UP,Northern,Lavari,LR
Uttar Pradesh,UP,Northern,Lavarn,LN
Uttar Pradesh,UP,Northern,Lavarup,LP
Uttar Pradesh,UP,Northern,Lavasin,LS
Uttar Pradesh,UP,Northern,Lavatkot,LK
Uttar Pradesh,UP,Northern,Lavatpura,LP
Uttar Pradesh,UP,Northern,Lavatpur,LP
Uttar Pradesh,UP,Northern,Lavatu,LT
Uttar Pradesh,UP,Northern,Lavatur,LT
Uttar Pradesh,UP,Northern,Lavaur,LR
Uttar Pradesh,UP,Northern,Lavaut,LA
Uttar Pradesh,UP,Northern,Lavautpur,LP
Uttar Pradesh,UP,Northern,Lavaval,LV
Uttar Pradesh,UP,Northern,Lavavarpu,LP
Uttar Pradesh,UP,Northern,Lavavarpur,LP
Uttar Pradesh,UP,Northern,Lavavent,LV
Uttar Pradesh,UP,Northern,Lavawal,LW
Uttar Pradesh,UP,Northern,Lavawar,LW
Uttar Pradesh,UP,Northern,Lavawart,LW
Uttar Pradesh,UP,Northern,Lavawarth,LW
Uttar Pradesh,UP,Northern,Lavawasa,LW
Uttar Pradesh,UP,Northern,Lavawasar,LW
Uttar Pradesh,UP,Northern,Lavawasin,LW
Uttar Pradesh,UP,Northern,Lavawasin Ganj,LG
Uttar Pradesh,UP,Northern,Lavawaspur,LP
Uttar Pradesh,UP,Northern,Lavawastu,LW
Uttar Pradesh,UP,Northern,Lavawat,LA
Uttar Pradesh,UP,Northern,Lavawaur,LW
Uttar Pradesh,UP,Northern,Lavawauli,LW
Uttar Pradesh,UP,Northern,Lavaway,LW
Uttar Pradesh,UP,Northern,Lavax,LX
Uttar Pradesh,UP,Northern,Lavayal,LY
Uttar Pradesh,UP,Northern,Lavaya,LA
Uttar Pradesh,UP,Northern,Lavayadpur,LP
Uttar Pradesh,UP,Northern,Lavayat,LA
Uttar Pradesh,UP,Northern,Lavayatu,LA
Uttar Pradesh,UP,Northern,Lavayaur,LA
Uttar Pradesh,UP,Northern,Lavayal Ganj,LG
Uttar Pradesh,UP,Northern,Lavayalpur,LP
Uttar Pradesh,UP,Northern,Lavayanpur,LP
Uttar Pradesh,UP,Northern,Lavayapur,LP
Uttar Pradesh,UP,Northern,Lavayar,LR
Uttar Pradesh,UP,Northern,Lavayari,LR
Uttar Pradesh,UP,Northern,Lavayaru,LR
Uttar Pradesh,UP,Northern,Lavayas,LS
Uttar Pradesh,UP,Northern,Lavayaspur,LP
Uttar Pradesh,UP,Northern,Lavayu,LY
Uttar Pradesh,UP,Northern,Lavayupur,LP
Uttar Pradesh,UP,Northern,Lavayur,LY
Uttar Pradesh,UP,Northern,Lavazan,LZ
Uttar Pradesh,UP,Northern,Lavazer,LZ
Uttar Pradesh,UP,Northern,Lavazpur,LP
Uttarakhand,UT,Northern,Almora,AL
Uttarakhand,UT,Northern,Bageshwar,BA
Uttarakhand,UT,Northern,Champawat,CH
Uttarakhand,UT,Northern,Dehradun,DE
Uttarakhand,UT,Northern,Haridwar,HA
Uttarakhand,UT,Northern,Nainital,NA
Uttarakhand,UT,Northern,Pauri Garhwal,PG
Uttarakhand,UT,Northern,Pithoragarh,PI
Uttarakhand,UT,Northern,Rudraprayag,RU
Uttarakhand,UT,Northern,Tehri Garhwal,TG
Uttarakhand,UT,Northern,Udham Singh Nagar,US
Uttarakhand,UT,Northern,Uttarkashi,UT
West Bengal,WB,Eastern,Alipurduar,AL
West Bengal,WB,Eastern,Bankura,BA
West Bengal,WB,Eastern,Birbhum,BI
West Bengal,WB,Eastern,Cooch Behar,CB
West Bengal,WB,Eastern,Darjeeling,DA
West Bengal,WB,Eastern,Dinajpur,DI
West Bengal,WB,Eastern,East Burdwan,EB
West Bengal,WB,Eastern,East Medinipur,EM
West Bengal,WB,Eastern,Hooghly,HG
West Bengal,WB,Eastern,Howrah,HW
West Bengal,WB,Eastern,Jalpaiguri,JA
West Bengal,WB,Eastern,Jhargram,JH
West Bengal,WB,Eastern,Kalimpong,KL
West Bengal,WB,Eastern,Kolkata,KO
West Bengal,WB,Eastern,Maldah,ML
West Bengal,WB,Eastern,Medinipur,ME
West Bengal,WB,Eastern,Murshidabad,MU
West Bengal,WB,Eastern,Nadia,NA
West Bengal,WB,Eastern,Naogaon,NG
West Bengal,WB,Eastern,Nayanganj,NY
West Bengal,WB,Eastern,North 24 Parganas,N24
West Bengal,WB,Eastern,North Dinajpur,ND
West Bengal,WB,Eastern,Paschim Medinipur,PM
West Bengal,WB,Eastern,Paschim Bardhaman,PB
West Bengal,WB,Eastern,Purba Bardhaman,PU
West Bengal,WB,Eastern,Purba Medinipur,PM
West Bengal,WB,Eastern,Purulia,PR
West Bengal,WB,Eastern,Siliguri,SI
West Bengal,WB,Eastern,South 24 Parganas,S24
West Bengal,WB,Eastern,Sundarbans,SU
West Bengal,WB,Eastern,Uttar Dinajpur,UT
West Bengal,WB,Eastern,West Medinipur,WM
